gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
638125307	286	100	1	280	2	278	1.6e-98	328.5	pfam02569	Pantoate_ligase	280
638125308	126	100	1	116	1	115	1.3e-50	169.5	pfam02261	Asp_decarbox	116
638125309	351	100	56	134	1	78	3.0e-26	90.5	pfam08331	DUF1730	78
638125310	492	100	25	190	2	173	4.8e-45	152.8	pfam03853	YjeF_N	173
638125310	492	100	249	487	2	234	2.1e-59	200.4	pfam01256	Carb_kinase	242
638125311	167	100	17	138	1	121	1.9e-34	117.6	pfam02367	UPF0079	123
638125312	452	100	20	118	9	108	5.3e-14	51.3	pfam11741	AMIN	115
638125312	452	100	172	388	1	174	1.0e-47	161.8	pfam01520	Amidase_3	175
638125312	452	100	410	452	1	44	2.1e-12	46.4	pfam01476	LysM	44
638125313	636	100	20	150	3	70	5.5e-09	35.4	pfam02518	HATPase_c	111
638125313	636	100	214	332	3	118	8.7e-37	124.9	pfam01119	DNA_mis_repair	119
638125313	636	100	445	592	1	142	1.2e-46	157.5	pfam08676	MutL_C	142
638125314	317	100	45	300	2	250	2.1e-90	301.8	pfam01715	IPPT	253
638125315	89	100	10	64	6	68	3.4e-09	35.7	pfam01423	LSM	68
638125316	421	100	197	306	1	108	2.0e-22	78.6	pfam01926	MMR_HSR1	108
638125317	459	100	1	52	1	42	2.7e-16	58.7	pfam12221	HflK_N	42
638125317	459	100	90	325	1	179	6.7e-31	107.2	pfam01145	Band_7	179
638125318	298	100	25	203	1	178	4.2e-35	120.9	pfam01145	Band_7	179
638125320	432	100	4	424	2	420	0.0e+00	580.3	pfam00709	Adenylsucc_synt	421
638125323	758	100	31	93	1	56	4.4e-07	29.2	pfam08461	HTH_12	66
638125323	758	100	96	153	1	58	9.7e-15	53.5	pfam08206	OB_RNB	58
638125323	758	100	269	597	1	325	2.4e-99	332.3	pfam00773	RNB	326
638125323	758	100	641	725	3	72	1.3e-12	47.3	pfam00575	S1	74
638125324	246	100	6	82	1	74	4.2e-17	61.7	pfam08032	SpoU_sub_bind	76
638125324	246	100	98	239	2	142	5.6e-38	129.6	pfam00588	SpoU_methylase	142
638125325	119	100	2	92	1	90	4.9e-32	109.3	pfam01250	Ribosomal_S6	92
638125326	113	100	7	104	2	78	1.1e-04	21.6	pfam00436	SSB	104
638125327	74	100	15	68	2	54	3.4e-26	90.5	pfam01084	Ribosomal_S18	54
638125329	150	100	1	48	1	48	8.9e-22	75.7	pfam01281	Ribosomal_L9_N	48
638125329	150	100	62	148	2	86	4.0e-29	100.2	pfam03948	Ribosomal_L9_C	87
638125330	1381	100	16	118	1	103	8.1e-36	121.7	pfam00772	DnaB	103
638125330	1381	100	195	235	1	36	3.9e-10	38.9	pfam03796	DnaB_C	185
638125330	1381	100	411	465	3	49	8.4e-06	25.2	pfam01381	HTH_3	55
638125330	1381	100	723	879	33	185	1.1e-54	184.2	pfam03796	DnaB_C	185
638125331	365	100	12	223	1	214	9.9e-62	207.9	pfam01168	Ala_racemase_N	214
638125331	365	100	237	361	1	128	1.1e-36	124.7	pfam00842	Ala_racemase_C	129
638125332	451	100	70	161	5	78	6.7e-09	34.8	pfam06745	KaiC	226
638125333	125	100	6	105	1	101	6.8e-09	35.3	pfam07238	PilZ	102
638125334	286	100	4	121	1	117	3.0e-42	143	pfam00763	THF_DHG_CYH	117
638125334	286	100	124	283	1	159	1.3e-71	238.5	pfam02882	THF_DHG_CYH_C	161
638125339	280	100	20	272	2	255	8.4e-85	283.6	pfam01790	LGT	257
638125340	368	100	24	268	24	219	3.4e-13	49.3	pfam00267	Porin_1	336
638125341	354	100	22	282	18	238	6.2e-12	45.1	pfam00267	Porin_1	336
638125342	109	100	17	81	1	60	6.9e-18	64	pfam00462	Glutaredoxin	60
638125343	467	100	14	119	1	108	5.6e-25	86.8	pfam01926	MMR_HSR1	108
638125343	467	100	193	301	1	108	8.5e-22	76.6	pfam01926	MMR_HSR1	108
638125344	343	100	5	330	8	292	5.9e-29	101.4	pfam01979	Amidohydro_1	328
638125345	283	100	10	131	2	104	1.3e-05	24.9	pfam01903	CbiX	105
638125345	283	100	149	265	39	105	1.1e-04	21.9	pfam01903	CbiX	105
638125346	144	100	6	114	2	122	9.2e-33	112.9	pfam04343	DUF488	122
638125347	162	100	22	86	3	59	3.0e-05	24	pfam01814	Hemerythrin	59
638125347	162	100	97	160	1	58	2.5e-03	17.9	pfam01814	Hemerythrin	59
638125348	402	100	8	401	1	389	0.0e+00	525.8	pfam00764	Arginosuc_synth	390
638125349	196	100	4	190	2	204	8.5e-27	93.8	pfam02190	LON	207
638125350	215	100	4	139	2	122	4.9e-20	71.1	pfam02441	Flavoprotein	122
638125351	453	100	2	103	1	73	7.3e-12	44.6	pfam01225	Mur_ligase	76
638125351	453	100	108	291	1	188	2.1e-18	66.7	pfam08245	Mur_ligase_M	188
638125351	453	100	311	390	1	77	5.2e-11	42.1	pfam02875	Mur_ligase_C	91
638125353	175	100	17	175	1	155	5.3e-60	201	pfam00719	Pyrophosphatase	156
638125355	294	100	2	293	3	294	1.0e-81	273.9	pfam06325	PrmA	295
638125356	163	100	16	163	1	148	9.5e-36	122.3	pfam11906	DUF3426	149
638125357	95	100	52	93	2	42	8.9e-18	63.2	pfam02954	HTH_8	42
638125358	526	100	22	135	2	94	5.9e-27	93.1	pfam02142	MGS	95
638125358	526	100	140	458	1	315	1.7e-126	421.2	pfam01808	AICARFT_IMPCHas	315
638125359	430	100	1	102	1	100	1.0e-36	125	pfam02844	GARS_N	100
638125359	430	100	103	296	1	194	6.1e-79	263.7	pfam01071	GARS_A	194
638125359	430	100	330	424	1	92	2.4e-29	101	pfam02843	GARS_C	93
638125360	172	100	2	117	6	100	5.2e-08	32.5	pfam09361	Phasin_2	102
638125361	101	100	6	75	1	70	3.0e-19	68	pfam00076	RRM_1	70
638125362	125	100	1	78	19	95	1.4e-20	72.7	pfam04519	DUF583	95
638125363	319	100	172	268	2	96	9.2e-31	105.4	pfam01551	Peptidase_M23	96
638125365	635	100	43	184	1	118	2.0e-15	56.9	pfam00005	ABC_tran	118
638125365	635	100	359	469	1	118	1.7e-16	60.3	pfam00005	ABC_tran	118
638125366	435	100	10	430	2	419	0.0e+00	587.1	pfam11902	DUF3422	420
638125367	474	100	25	306	16	282	6.1e-42	143.6	pfam01189	Nol1_Nop2_Fmu	283
638125369	291	100	5	149	6	149	8.6e-08	30.5	pfam03547	Mem_trans	385
638125369	291	100	145	287	239	384	3.0e-14	51.8	pfam03547	Mem_trans	385
638125370	223	100	28	72	4	46	4.8e-09	35.4	pfam01022	HTH_5	47
638125370	223	100	125	216	3	112	4.9e-16	58.7	pfam00581	Rhodanese	113
638125371	385	100	7	365	1	370	9.5e-79	264.4	pfam00266	Aminotran_5	371
638125372	118	100	1	118	1	119	7.0e-19	67.7	pfam02635	DrsE	119
638125373	224	100	46	136	1	90	1.5e-16	60.2	pfam08241	Methyltransf_11	95
638125374	333	100	39	229	3	181	2.5e-29	101.6	pfam01758	SBF	187
638125375	492	100	19	241	1	224	6.7e-37	126.4	pfam06745	KaiC	226
638125375	492	100	256	478	4	224	9.5e-28	96.5	pfam06745	KaiC	226
638125376	136	100	9	118	6	111	6.2e-06	25.8	pfam00072	Response_reg	112
638125377	585	100	162	316	2	156	2.5e-16	59.3	pfam00990	GGDEF	161
638125377	585	100	335	571	2	236	1.4e-64	217.5	pfam00563	EAL	236
638125379	235	100	46	135	6	90	2.2e-09	36.6	pfam00027	cNMP_binding	91
638125380	202	100	14	157	26	136	1.2e-24	86.3	pfam02613	Nitrate_red_del	136
638125381	759	100	49	103	3	49	1.8e-12	46.5	pfam04879	Molybdop_Fe4S4	55
638125381	759	100	106	539	1	432	3.5e-57	193.7	pfam00384	Molybdopterin	432
638125381	759	100	631	748	1	105	2.1e-21	75.4	pfam01568	Molydop_binding	109
638125383	242	100	9	216	3	182	7.8e-26	90.2	pfam01292	Ni_hydr_CYTB	182
638125384	309	100	3	156	6	144	1.8e-11	42.6	pfam03547	Mem_trans	385
638125384	309	100	149	305	231	383	2.8e-18	65	pfam03547	Mem_trans	385
638125385	411	100	219	378	2	167	1.3e-17	63.6	pfam00589	Phage_integrase	173
638125386	66	100	8	58	4	50	1.2e-10	40.6	pfam05930	Phage_AlpA	51
638125392	379	100	83	374	2	276	1.5e-66	224.1	pfam05065	Phage_capsid	276
638125397	1225	100	5	49	1	44	1.0e-11	44.2	pfam01476	LysM	44
638125399	727	100	107	341	119	316	6.4e-05	21.4	pfam05954	Phage_GPD	332
638125399	727	100	390	484	1	77	1.0e-23	82.7	pfam04717	Phage_base_V	79
638125400	524	100	56	293	1	188	6.9e-20	71.1	pfam02321	OEP	188
638125400	524	100	324	511	7	186	3.3e-19	68.9	pfam02321	OEP	188
638125401	1027	100	3	1020	3	1021	0.0e+00	848.1	pfam00873	ACR_tran	1021
638125403	481	100	150	479	2	339	4.0e-58	196.3	pfam02386	TrkH	339
638125404	423	100	18	286	2	245	1.4e-66	224	pfam00483	NTP_transferase	248
638125405	929	100	24	91	1	67	1.9e-18	65.3	pfam00690	Cation_ATPase_N	69
638125405	929	100	102	336	1	228	2.2e-71	239.2	pfam00122	E1-E2_ATPase	228
638125405	929	100	340	665	1	192	1.7e-24	86.6	pfam00702	Hydrolase	192
638125405	929	100	735	909	2	182	1.0e-42	145.4	pfam00689	Cation_ATPase_C	183
638125406	597	100	10	389	3	381	1.9e-46	158	pfam00999	Na_H_Exchanger	383
638125408	503	100	21	232	1	212	6.4e-74	247.2	pfam07556	DUF1538	212
638125408	503	100	281	492	1	211	3.9e-78	261	pfam07556	DUF1538	212
638125410	129	100	3	60	1	55	2.8e-11	42.6	pfam00571	CBS	57
638125410	129	100	70	125	1	53	1.2e-09	37.3	pfam00571	CBS	57
638125411	200	100	21	185	31	115	6.7e-08	31.6	pfam03848	TehB	192
638125412	374	100	17	368	3	363	7.0e-124	413.2	pfam01041	DegT_DnrJ_EryC1	363
638125413	335	100	5	335	1	343	9.2e-104	346.8	pfam00180	Iso_dh	347
638125414	1051	100	193	304	2	107	3.9e-17	61.9	pfam08448	PAS_4	110
638125414	1051	100	492	603	4	112	8.6e-12	44.5	pfam00989	PAS	113
638125414	1051	100	617	774	1	158	9.2e-44	148.5	pfam00990	GGDEF	161
638125414	1051	100	794	1031	2	236	8.0e-69	231.4	pfam00563	EAL	236
638125415	917	100	679	746	2	68	1.0e-21	76.3	pfam00512	HisKA	68
638125415	917	100	792	905	1	110	2.5e-27	94.4	pfam02518	HATPase_c	111
638125417	719	100	524	683	2	165	7.7e-38	130	pfam00929	Exonuc_X-T	165
638125418	123	100	5	117	1	111	5.4e-30	103.3	pfam00072	Response_reg	112
638125419	625	100	39	125	2	90	6.0e-07	28.8	pfam00027	cNMP_binding	91
638125419	625	100	156	212	1	56	2.9e-03	16.9	pfam00571	CBS	57
638125419	625	100	222	275	6	56	9.7e-04	18.4	pfam00571	CBS	57
638125419	625	100	298	473	4	168	1.6e-47	160.7	pfam03445	DUF294	169
638125419	625	100	479	623	2	145	3.7e-43	146.3	pfam10335	DUF294_C	145
638125420	701	100	36	253	1	186	2.4e-23	82.1	pfam00474	SSF	406
638125420	701	100	383	530	286	406	1.0e-07	30.6	pfam00474	SSF	406
638125421	192	100	107	137	4	32	5.9e-06	25.3	pfam00515	TPR_1	34
638125422	645	100	18	101	2	82	5.8e-33	112.1	pfam11930	DUF3448	82
638125422	645	100	108	544	1	418	6.6e-114	380.1	pfam00501	AMP-binding	418
638125423	453	100	4	110	1	111	1.7e-21	76	pfam00072	Response_reg	112
638125423	453	100	138	305	1	167	1.6e-72	242.1	pfam00158	Sigma54_activat	168
638125424	975	100	638	743	1	109	1.5e-06	27.8	pfam08448	PAS_4	110
638125424	975	100	756	821	2	67	6.8e-11	41.7	pfam00512	HisKA	68
638125424	975	100	865	971	1	109	8.2e-26	89.6	pfam02518	HATPase_c	111
638125425	310	100	13	261	3	250	1.2e-43	148.7	pfam00749	tRNA-synt_1c	314
638125426	145	100	4	141	1	137	4.6e-42	143.2	pfam10116	Host_attach	138
638125427	129	100	40	119	1	81	2.0e-19	68.7	pfam01227	GTP_cyclohydroI	86
638125428	1168	100	2	1153	2	219	2.4e-68	229.3	pfam02463	SMC_N	220
638125428	1168	100	522	621	6	117	2.8e-05	23.7	pfam06470	SMC_hinge	120
638125429	365	100	219	349	2	130	1.8e-44	150.1	pfam04354	ZipA_C	131
638125430	673	100	6	319	4	315	1.7e-121	404.7	pfam01653	DNA_ligase_aden	315
638125430	673	100	321	402	2	81	6.9e-31	105.4	pfam03120	DNA_ligase_OB	82
638125430	673	100	408	435	1	28	5.0e-12	44.9	pfam03119	DNA_ligase_ZBD	28
638125430	673	100	592	668	3	77	3.2e-13	49.2	pfam00533	BRCT	78
638125431	693	100	9	120	1	108	8.0e-06	25.5	pfam00072	Response_reg	112
638125431	693	100	263	422	3	161	1.8e-27	95.6	pfam00990	GGDEF	161
638125431	693	100	442	680	2	236	8.1e-51	172.4	pfam00563	EAL	236
638125432	348	100	113	265	2	89	3.1e-07	30.4	pfam04055	Radical_SAM	166
638125433	189	100	5	62	1	58	7.0e-28	95.9	pfam08207	EFP_N	58
638125433	189	100	69	123	1	55	7.8e-24	82.8	pfam01132	EFP	55
638125433	189	100	131	186	1	56	1.4e-26	91.2	pfam09285	Elong-fact-P_C	56
638125434	314	100	1	314	12	322	8.5e-60	201.9	pfam00152	tRNA-synt_2	323
638125435	121	100	4	100	2	95	9.8e-30	101.6	pfam11743	DUF3301	97
638125436	284	100	5	220	1	127	7.0e-21	74.5	pfam02811	PHP	175
638125437	395	100	3	265	2	263	8.7e-91	303.2	pfam00108	Thiolase_N	264
638125437	395	100	272	394	2	123	4.8e-43	145.1	pfam02803	Thiolase_C	123
638125438	723	100	22	132	1	111	7.4e-16	57.8	pfam00072	Response_reg	112
638125438	723	100	162	281	1	109	1.1e-10	41.2	pfam08448	PAS_4	110
638125438	723	100	290	447	1	160	1.5e-53	180.3	pfam00990	GGDEF	161
638125438	723	100	466	701	4	236	3.6e-69	232.5	pfam00563	EAL	236
638125439	544	100	17	213	1	196	9.2e-52	174.8	pfam08668	HDOD	196
638125440	686	100	200	267	2	66	7.3e-08	32.1	pfam00672	HAMP	70
638125440	686	100	285	385	13	110	1.9e-08	33.9	pfam08448	PAS_4	110
638125440	686	100	397	517	1	110	1.2e-06	28.2	pfam08448	PAS_4	110
638125440	686	100	526	679	1	161	3.3e-45	153.2	pfam00990	GGDEF	161
638125442	458	100	33	108	2	74	4.8e-06	25.9	pfam01336	tRNA_anti	76
638125442	458	100	129	446	1	318	4.5e-85	285.3	pfam02601	Exonuc_VII_L	319
638125443	297	100	23	248	2	235	3.7e-62	209.3	pfam06966	DUF1295	235
638125444	170	100	7	73	2	47	3.3e-05	23.9	pfam02915	Rubrerythrin	137
638125444	170	100	99	162	3	56	1.7e-06	28.1	pfam02915	Rubrerythrin	137
638125445	281	100	31	207	2	150	2.3e-28	98.3	pfam02775	TPP_enzyme_C	150
638125446	576	100	14	179	1	171	1.5e-24	86.5	pfam01558	POR	173
638125446	576	100	211	447	2	227	7.9e-56	188.8	pfam01855	POR_N	230
638125446	576	100	460	534	10	71	9.2e-07	28.5	pfam02780	Transketolase_C	124
638125447	488	100	5	143	1	137	5.3e-42	142.6	pfam00669	Flagellin_N	139
638125447	488	100	402	487	1	86	7.2e-28	96.2	pfam00700	Flagellin_C	86
638125449	486	100	5	143	1	137	2.0e-42	143.9	pfam00669	Flagellin_N	139
638125449	486	100	400	485	5	86	1.4e-25	88.8	pfam00700	Flagellin_C	86
638125450	129	100	21	128	18	107	5.7e-27	93.6	pfam03646	FlaG	108
638125451	143	100	31	142	11	108	3.8e-30	103.9	pfam03646	FlaG	108
638125452	477	100	10	109	1	99	3.1e-28	97.7	pfam02465	FliD_N	99
638125452	477	100	134	189	1	54	2.5e-10	39.8	pfam07196	Flagellin_IN	56
638125452	477	100	242	462	1	239	1.2e-49	168.4	pfam07195	FliD_C	239
638125453	145	100	6	130	5	118	2.8e-26	91.4	pfam02561	FliS	122
638125454	111	100	3	108	7	108	9.9e-12	44.4	pfam05400	FliT	109
638125455	560	100	7	121	1	108	1.9e-20	72.6	pfam06490	FleQ	109
638125455	560	100	140	307	1	168	1.1e-73	245.8	pfam00158	Sigma54_activat	168
638125455	560	100	515	556	2	42	3.9e-12	45.2	pfam02954	HTH_8	42
638125456	469	100	121	288	2	167	2.3e-66	222.1	pfam00158	Sigma54_activat	168
638125456	469	100	408	449	2	41	1.8e-12	46.2	pfam02954	HTH_8	42
638125457	108	100	8	108	6	97	6.9e-27	93	pfam02049	FliE	97
638125458	580	100	49	257	9	202	7.5e-58	194.7	pfam01514	YscJ_FliF	207
638125458	580	100	282	449	1	160	4.5e-52	175.9	pfam08345	YscJ_FliF_C	160
638125459	334	100	218	327	1	109	9.3e-41	137.9	pfam01706	FliG_C	110
638125460	295	100	138	266	4	128	5.2e-37	126.2	pfam02108	FliH	128
638125461	458	100	155	367	2	215	9.9e-74	247.1	pfam00006	ATP-synt_ab	215
638125462	148	100	2	143	2	142	1.3e-38	131.8	pfam02050	FliJ	143
638125463	369	100	243	327	2	82	3.9e-22	77.4	pfam02120	Flg_hook	85
638125464	301	100	58	292	25	225	6.1e-44	149.9	pfam01435	Peptidase_M48	225
638125465	313	100	23	148	1	125	1.8e-22	79.3	pfam00892	EamA	126
638125465	313	100	172	300	2	125	8.6e-20	70.7	pfam00892	EamA	126
638125466	92	100	12	92	2	74	3.8e-28	96.9	pfam01722	BolA	75
638125467	99	100	1	95	1	95	7.9e-26	89.7	pfam03795	YCII	95
638125468	207	100	22	198	1	179	6.3e-49	165.3	pfam01300	Sua5_yciO_yrdC	179
638125469	404	100	3	202	4	201	2.4e-53	180.8	pfam00579	tRNA-synt_1b	292
638125469	404	100	223	356	159	258	8.7e-12	44.4	pfam00579	tRNA-synt_1b	292
638125470	276	100	64	276	1	240	8.5e-37	126.7	pfam02616	ScpA_ScpB	242
638125471	194	100	9	170	2	159	6.6e-54	181.2	pfam04079	DUF387	159
638125473	153	100	2	83	2	83	3.1e-22	78.1	pfam02082	Rrf2	83
638125474	482	100	215	453	2	230	1.0e-65	221	pfam01458	UPF0051	230
638125475	249	100	41	174	1	116	1.5e-07	31.4	pfam00005	ABC_tran	118
638125476	441	100	177	406	4	230	3.0e-75	252.2	pfam01458	UPF0051	230
638125477	421	100	39	408	1	371	0.0e+00	503.7	pfam00266	Aminotran_5	371
638125478	171	100	30	151	2	126	8.1e-17	61	pfam01592	NifU_N	127
638125479	350	100	46	201	3	135	8.4e-16	57.8	pfam00529	HlyD	306
638125480	1013	100	3	1004	2	1018	0.0e+00	499.2	pfam00873	ACR_tran	1021
638125481	435	100	67	192	1	117	6.3e-23	81	pfam00005	ABC_tran	118
638125481	435	100	336	391	2	56	1.1e-07	31.1	pfam00571	CBS	57
638125482	282	100	112	276	2	168	1.7e-23	82.7	pfam00528	BPD_transp_1	185
638125483	282	100	28	272	2	257	1.8e-69	233.6	pfam04069	OpuAC	257
638125486	373	100	23	343	3	315	1.9e-111	371.7	pfam00762	Ferrochelatase	316
638125488	88	100	29	80	2	51	4.5e-06	26.5	pfam04066	MrpF_PhaF	55
638125489	99	100	9	89	1	81	7.0e-24	83.3	pfam03334	PhaG_MnhG_YufB	81
638125490	317	100	189	312	5	107	2.4e-06	27.3	pfam04039	MnhB	124
638125491	103	100	6	99	2	88	5.3e-23	80.1	pfam00420	Oxidored_q2	95
638125492	475	100	123	394	1	268	4.4e-50	170.1	pfam00361	Oxidored_q1	270
638125493	504	100	131	408	1	265	1.6e-53	181.4	pfam00361	Oxidored_q1	270
638125494	219	100	9	138	4	124	8.5e-16	57.5	pfam00293	NUDIX	135
638125495	356	100	35	344	2	295	2.3e-105	351.3	pfam02445	NadA	296
638125496	383	100	8	266	4	271	3.8e-29	101.2	pfam07690	MFS_1	353
638125497	563	100	71	240	2	172	2.6e-61	205.7	pfam07167	PhaC_N	172
638125498	296	100	43	245	1	180	8.5e-45	152.3	pfam02146	SIR2	181
638125499	319	100	26	175	2	141	6.4e-08	32.6	pfam04055	Radical_SAM	166
638125499	319	100	182	318	1	134	9.8e-58	193.4	pfam12345	DUF3641	134
638125500	473	100	4	310	1	199	3.8e-41	140.5	pfam07992	Pyr_redox_2	202
638125500	473	100	170	250	1	71	6.4e-19	67.8	pfam00070	Pyr_redox	81
638125500	473	100	339	446	1	109	1.3e-28	98.9	pfam02852	Pyr_redox_dim	110
638125501	229	100	61	178	1	122	4.6e-28	97.5	pfam09335	SNARE_assoc	123
638125503	206	100	20	161	4	122	1.6e-29	101.8	pfam09837	DUF2064	122
638125504	234	100	13	164	1	127	4.1e-12	45.7	pfam00535	Glycos_transf_2	169
638125505	221	100	24	69	2	45	8.9e-11	40.9	pfam01022	HTH_5	47
638125505	221	100	122	214	2	112	1.1e-15	57.7	pfam00581	Rhodanese	113
638125506	469	100	7	53	1	46	5.8e-22	77	pfam00301	Rubredoxin	47
638125506	469	100	86	366	2	199	7.5e-29	100.3	pfam07992	Pyr_redox_2	202
638125506	469	100	229	311	1	78	2.7e-14	53	pfam00070	Pyr_redox	81
638125508	718	100	47	219	6	192	1.3e-28	99.3	pfam03924	CHASE	193
638125508	718	100	289	404	1	112	4.5e-12	45.4	pfam00989	PAS	113
638125508	718	100	425	545	2	110	4.1e-10	39.3	pfam08448	PAS_4	110
638125508	718	100	554	711	1	159	8.3e-50	168.1	pfam00990	GGDEF	161
638125509	495	100	22	267	4	254	7.4e-13	47.8	pfam05231	MASE1	299
638125509	495	100	313	475	1	160	1.5e-43	147.9	pfam00990	GGDEF	161
638125511	118	100	20	57	1	38	5.3e-10	38.3	pfam00376	MerR	38
638125512	101	100	3	92	1	89	3.4e-30	103.6	pfam00216	Bac_DNA_binding	90
638125513	797	100	45	146	1	94	2.2e-22	78.3	pfam01588	tRNA_bind	95
638125513	797	100	212	385	1	174	3.8e-68	228	pfam03483	B3_4	174
638125513	797	100	403	472	3	70	4.4e-20	70.9	pfam03484	B5	70
638125513	797	100	702	795	1	94	1.1e-26	92.5	pfam03147	FDX-ACB	94
638125514	343	100	21	93	2	73	3.2e-25	87.3	pfam02912	Phe_tRNA-synt_N	73
638125514	343	100	96	342	2	247	7.2e-104	346	pfam01409	tRNA-synt_2d	247
638125515	119	100	2	109	2	108	2.0e-47	159.2	pfam00453	Ribosomal_L20	108
638125516	65	100	2	62	1	61	3.0e-23	81.1	pfam01632	Ribosomal_L35p	61
638125517	146	100	1	52	25	76	6.3e-22	76.9	pfam05198	IF3_N	76
638125517	146	100	57	144	1	88	1.3e-36	123.9	pfam00707	IF3_C	88
638125518	641	100	2	61	3	60	5.3e-13	48.3	pfam02824	TGS	60
638125518	641	100	169	218	1	44	4.2e-17	61.4	pfam07973	tRNA_SAD	44
638125518	641	100	272	441	5	166	5.1e-43	146.3	pfam00587	tRNA-synt_2b	173
638125518	641	100	540	630	1	93	4.6e-23	80.6	pfam03129	HGTP_anticodon	94
638125521	266	100	121	263	1	137	1.4e-29	102.2	pfam05618	DUF785	138
638125522	241	100	2	196	7	183	3.2e-06	26.2	pfam00227	Proteasome	190
638125523	352	100	5	339	1	342	0.0e+00	460.6	pfam10005	DUF2248	343
638125524	311	100	1	307	1	309	1.2e-80	270.9	pfam04168	DUF403	309
638125525	489	100	31	283	1	253	7.3e-111	369.1	pfam04169	DUF404	253
638125525	489	100	335	478	1	144	3.1e-60	201.7	pfam04174	DUF407	145
638125526	266	100	116	217	5	113	7.5e-23	80.5	pfam01841	Transglut_core	113
638125527	156	100	90	153	1	60	1.9e-17	63	pfam05229	SCPU	60
638125528	778	100	66	758	88	782	2.3e-51	174.5	pfam00577	Usher	783
638125529	250	100	29	154	1	120	3.9e-24	84.4	pfam00345	Pili_assembly_N	122
638125530	163	100	101	160	1	60	1.5e-14	53.7	pfam05229	SCPU	60
638125531	757	100	56	165	4	108	4.5e-19	68.4	pfam07715	Plug	108
638125531	757	100	458	756	1	276	2.4e-27	96.2	pfam00593	TonB_dep_Rec	277
638125533	336	100	63	241	133	199	1.8e-09	37.6	pfam10670	NikM	215
638125535	420	100	61	411	2	347	8.8e-85	284.2	pfam06050	HGD-D	347
638125536	274	100	5	258	1	268	1.2e-53	181.6	pfam01869	BcrAD_BadFG	268
638125537	337	100	56	204	2	149	1.3e-28	99.2	pfam02775	TPP_enzyme_C	150
638125538	628	100	29	221	1	172	3.5e-26	91.8	pfam01558	POR	173
638125538	628	100	264	490	9	171	1.2e-53	181.6	pfam01855	POR_N	230
638125539	444	100	263	423	27	166	5.2e-20	71.5	pfam00589	Phage_integrase	173
638125541	667	100	34	187	1	161	6.6e-21	74.6	pfam09250	Prim-Pol	162
638125541	667	100	207	272	7	70	9.6e-15	53.8	pfam08708	PriCT_1	72
638125545	379	100	83	374	2	276	7.2e-66	221.8	pfam05065	Phage_capsid	276
638125547	439	100	21	204	2	183	6.0e-47	159.1	pfam03721	UDPG_MGDP_dh_N	185
638125547	439	100	215	308	1	92	2.7e-25	88.1	pfam00984	UDPG_MGDP_dh	96
638125547	439	100	332	432	1	104	5.9e-18	64.6	pfam03720	UDPG_MGDP_dh_C	106
638125549	150	100	6	146	2	139	3.1e-36	124	pfam01451	LMWPc	140
638125550	393	100	90	183	3	83	2.2e-26	91.1	pfam02563	Poly_export	83
638125550	393	100	188	241	1	58	7.3e-13	47.9	pfam10531	SLBB	59
638125550	393	100	270	329	2	53	3.0e-06	26.7	pfam10531	SLBB	59
638125551	721	100	15	253	1	149	3.1e-26	91.7	pfam02706	Wzz	152
638125551	721	100	528	716	2	160	8.1e-15	54.3	pfam01656	CbiA	194
638125552	668	100	286	581	1	295	1.6e-124	414.3	pfam02719	Polysacc_synt_2	296
638125553	676	100	285	580	1	295	2.1e-125	417.1	pfam02719	Polysacc_synt_2	296
638125554	1184	100	9	1105	2	1016	0.0e+00	1136.1	pfam04257	Exonuc_V_gamma	1016
638125555	1242	100	6	732	12	521	5.4e-91	305.5	pfam00580	UvrD-helicase	533
638125556	703	100	207	341	1	109	1.5e-08	34	pfam05127	DUF699	174
638125557	429	100	35	361	1	338	1.2e-78	264	pfam00202	Aminotran_3	339
638125558	664	100	39	164	1	121	3.2e-18	65.8	pfam09335	SNARE_assoc	123
638125559	148	100	4	140	2	136	1.4e-57	193	pfam08897	DUF1841	137
638125560	211	100	34	169	1	118	5.8e-21	74.6	pfam00730	HhH-GPD	121
638125560	211	100	99	128	1	29	8.3e-09	34.3	pfam00633	HHH	30
638125560	211	100	187	203	1	17	2.6e-05	23.9	pfam10576	EndIII_4Fe-2S	17
638125561	241	100	10	203	2	192	9.3e-24	84.2	pfam00702	Hydrolase	192
638125562	228	100	16	216	4	189	5.0e-63	211.8	pfam02508	Rnf-Nqr	190
638125563	220	100	102	193	1	76	2.3e-16	59.3	pfam04205	FMN_bind	79
638125564	313	100	1	313	17	310	3.4e-93	311.9	pfam03116	NQR2_RnfD_RnfE	314
638125565	515	100	132	285	1	151	1.0e-48	164.5	pfam01512	Complex1_51K	151
638125565	515	100	297	346	1	58	4.9e-12	45.2	pfam10531	SLBB	59
638125566	186	100	40	74	1	35	2.2e-17	62	pfam04060	FeS	35
638125566	186	100	107	130	2	23	4.1e-07	29	pfam00037	Fer4	24
638125567	193	100	1	192	1	189	4.2e-68	228.3	pfam02508	Rnf-Nqr	190
638125568	675	100	5	393	1	390	0.0e+00	496.5	pfam09334	tRNA-synt_1g	391
638125568	675	100	580	673	1	94	3.4e-23	80.9	pfam01588	tRNA_bind	95
638125569	124	100	7	118	2	116	6.6e-27	93.4	pfam02537	CRCB	117
