gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
637862719	431	100	324	431	2	109	1.9e-26	91.6	pfam02518	HATPase_c	111
637862720	342	100	4	111	1	102	1.7e-18	66.3	pfam00072	Response_reg	112
637862720	342	100	158	339	1	180	7.2e-60	201.2	pfam01339	CheB_methylest	182
637862721	706	100	9	105	2	89	6.0e-15	54.7	pfam01627	Hpt	90
637862721	706	100	290	431	4	110	1.7e-20	72.4	pfam02518	HATPase_c	111
637862721	706	100	436	569	2	136	3.3e-17	61.9	pfam01584	CheW	138
637862721	706	100	589	702	1	111	3.2e-23	81.5	pfam00072	Response_reg	112
637862722	547	100	182	251	3	69	1.1e-13	50.8	pfam00672	HAMP	70
637862722	547	100	334	542	5	208	3.0e-44	150.8	pfam00015	MCPsignal	213
637862723	212	100	65	199	2	136	3.0e-28	97.6	pfam01584	CheW	138
637862724	495	100	78	273	2	177	1.7e-39	134.8	pfam01739	CheR	196
637862725	619	100	219	426	240	440	1.5e-21	75.7	pfam01496	V_ATPase_I	759
637862725	619	100	514	618	658	757	3.4e-23	81.1	pfam01496	V_ATPase_I	759
637862726	71	100	5	70	3	65	5.9e-16	57.8	pfam00137	ATP-synt_C	66
637862728	337	100	7	335	2	330	7.3e-11	41.4	pfam01992	vATP-synt_AC39	337
637862729	132	100	21	115	2	96	2.0e-11	43.8	pfam01990	ATP-synt_F	96
637862730	579	100	5	67	3	69	9.3e-10	38.2	pfam02874	ATP-synt_ab_N	69
637862730	579	100	206	428	1	214	5.3e-88	293.7	pfam00006	ATP-synt_ab	215
637862730	579	100	447	576	3	63	1.1e-12	48	pfam00306	ATP-synt_ab_C	113
637862731	475	100	12	83	4	69	9.7e-06	25.4	pfam02874	ATP-synt_ab_N	69
637862731	475	100	139	357	1	215	4.5e-56	189.4	pfam00006	ATP-synt_ab	215
637862731	475	100	374	468	2	94	4.0e-09	36.6	pfam00306	ATP-synt_ab_C	113
637862732	209	100	9	204	1	195	1.0e-43	148.9	pfam01813	ATP-synt_D	196
637862733	164	100	32	159	2	125	2.2e-30	104.9	pfam10025	DUF2267	125
637862734	609	100	241	352	1	110	8.9e-12	44.7	pfam08448	PAS_4	110
637862734	609	100	363	433	2	68	2.8e-09	36.5	pfam00512	HisKA	68
637862734	609	100	477	585	2	110	1.0e-21	76.4	pfam02518	HATPase_c	111
637862735	236	100	10	176	2	161	5.8e-31	107.3	pfam00106	adh_short	167
637862737	1079	100	476	666	42	188	5.1e-21	74.4	pfam01564	Spermine_synth	246
637862738	109	100	10	56	2	46	4.3e-14	51.5	pfam01022	HTH_5	47
637862739	178	100	32	144	2	122	1.5e-12	47.3	pfam08327	AHSA1	123
637862740	140	100	33	121	1	101	1.5e-13	50.3	pfam08818	DUF1801	101
637862741	285	100	13	189	1	176	9.9e-41	138.9	pfam04072	LCM	177
637862745	112	100	2	100	135	224	3.4e-08	33.4	pfam06999	Suc_Fer-like	230
637862746	262	100	13	178	3	166	1.6e-30	105.9	pfam00106	adh_short	167
637862747	312	100	16	237	1	191	7.3e-15	55.2	pfam00702	Hydrolase	192
637862748	586	100	455	515	3	42	1.0e-07	31.3	pfam08308	PEGA	71
637862749	163	100	1	138	7	95	1.5e-16	59.9	pfam00254	FKBP_C	96
637862750	761	100	328	506	1	175	5.7e-47	159	pfam07090	DUF1355	177
637862753	322	100	33	67	2	31	2.0e-08	33.4	pfam00140	Sigma70_r1_2	37
637862753	322	100	73	143	1	70	3.6e-21	74.2	pfam04542	Sigma70_r2	71
637862753	322	100	255	305	6	50	1.4e-09	36.8	pfam04545	Sigma70_r4	50
637862754	628	100	44	210	1	166	1.2e-46	157.8	pfam00270	DEAD	167
637862754	628	100	277	354	3	78	1.4e-24	85.4	pfam00271	Helicase_C	78
637862755	439	100	71	151	1	75	7.5e-10	38.4	pfam08447	PAS_3	91
637862755	439	100	194	327	2	154	3.9e-10	39.7	pfam01590	GAF	154
637862755	439	100	341	398	4	50	6.0e-08	32.1	pfam00989	PAS	113
637862756	437	100	304	399	2	96	2.8e-31	107.1	pfam01551	Peptidase_M23	96
637862757	499	100	3	439	3	425	0.0e+00	497.1	pfam04293	SpoVR	427
637862758	368	100	2	170	16	180	3.7e-15	55.1	pfam04285	DUF444	421
637862758	368	100	165	368	227	417	5.9e-64	215.9	pfam04285	DUF444	421
637862759	690	100	32	423	2	357	8.0e-94	313.9	pfam08298	AAA_PrkA	358
637862759	690	100	427	678	1	254	2.9e-91	304.9	pfam06798	PrkA	254
637862760	343	100	40	334	2	295	3.6e-90	301.6	pfam02618	YceG	295
637862761	137	100	1	134	1	135	1.4e-41	141.5	pfam03652	UPF0081	135
637862764	66	100	1	66	1	66	1.1e-31	108.1	pfam00313	CSD	67
637862765	73	100	6	71	3	65	5.6e-20	70.1	pfam01176	eIF-1a	65
637862766	360	100	6	237	1	186	2.5e-12	46.2	pfam07786	DUF1624	223
637862767	655	100	443	620	12	172	3.4e-50	169.5	pfam00912	Transgly	178
637862768	431	100	343	408	18	71	1.4e-04	21.7	pfam03544	TonB	79
637862769	158	100	26	119	3	94	1.5e-15	56.5	pfam02142	MGS	95
637862771	492	100	29	446	46	426	5.7e-12	44.7	pfam02347	GDC-P	429
637862772	445	100	1	438	2	398	1.2e-124	415.9	pfam02347	GDC-P	429
637862773	128	100	7	127	1	121	8.5e-47	157.5	pfam01597	GCV_H	122
637862774	360	100	46	256	1	211	4.0e-77	258	pfam01571	GCV_T	211
637862774	360	100	262	354	1	94	3.7e-29	100.2	pfam08669	GCV_T_C	95
637862775	366	100	49	297	2	199	4.7e-06	25.8	pfam00149	Metallophos	200
637862776	282	100	2	118	2	117	1.9e-42	143.7	pfam00763	THF_DHG_CYH	117
637862776	282	100	121	281	1	159	1.3e-66	222.3	pfam02882	THF_DHG_CYH_C	161
637862778	333	100	4	329	6	306	1.8e-45	155.1	pfam00962	A_deaminase	330
637862783	225	100	2	190	2	181	7.0e-48	162.2	pfam00551	Formyl_trans_N	181
637862784	345	100	26	139	6	96	8.3e-20	70.5	pfam00586	AIRS	96
637862784	345	100	173	342	2	147	1.0e-26	93.4	pfam02769	AIRS_C	151
637862785	215	100	11	100	2	90	6.0e-23	80	pfam00027	cNMP_binding	91
637862786	285	100	59	249	10	179	1.9e-18	65.8	pfam01039	Carboxyl_trans	493
637862787	408	100	44	228	1	119	2.4e-09	37.2	pfam08245	Mur_ligase_M	188
637862787	408	100	273	353	1	86	1.3e-06	28	pfam02875	Mur_ligase_C	91
637862788	449	100	12	130	5	108	3.5e-08	32.6	pfam11741	AMIN	115
637862790	214	100	26	72	1	47	1.6e-17	62.5	pfam00440	TetR_N	47
637862791	528	100	5	314	1	150	9.9e-39	132	pfam00389	2-Hacid_dh	150
637862791	528	100	107	282	1	178	3.0e-65	218.3	pfam02826	2-Hacid_dh_C	178
637862791	528	100	455	519	1	65	1.0e-06	27.7	pfam01842	ACT	66
637862794	432	100	3	424	2	420	0.0e+00	568.6	pfam00709	Adenylsucc_synt	421
637862797	270	100	147	212	2	68	4.7e-14	51.9	pfam00498	FHA	68
637862799	767	100	193	479	3	268	9.4e-56	188.5	pfam03772	Competence	271
637862799	767	100	513	710	5	93	6.3e-12	45.2	pfam00753	Lactamase_B	194
637862800	171	100	12	123	1	98	2.7e-25	87.9	pfam02559	CarD_TRCF	98
637862801	386	100	7	227	2	220	4.6e-53	179.6	pfam01128	IspD	221
637862801	386	100	229	384	2	156	5.6e-60	201.4	pfam02542	YgbB	157
637862802	481	100	15	320	3	300	5.6e-126	419.4	pfam01406	tRNA-synt_1e	301
637862802	481	100	350	418	3	62	3.7e-11	42.8	pfam09190	DALR_2	63
637862803	67	100	1	67	1	66	3.8e-31	106.3	pfam00313	CSD	67
637862804	699	100	8	131	3	74	1.4e-10	41	pfam04851	ResIII	184
637862804	699	100	462	544	3	77	3.7e-14	52	pfam00271	Helicase_C	78
637862804	699	100	550	593	1	44	1.9e-22	78.2	pfam12344	UvrB	44
637862804	699	100	623	657	4	35	7.1e-09	34.5	pfam02151	UVR	36
637862805	449	100	4	113	1	111	4.2e-25	87.6	pfam00072	Response_reg	112
637862805	449	100	141	308	3	167	1.5e-65	219.4	pfam00158	Sigma54_activat	168
637862805	449	100	404	445	2	42	9.1e-12	44	pfam02954	HTH_8	42
637862806	630	100	322	390	2	66	1.6e-11	43.8	pfam00672	HAMP	70
637862806	630	100	410	480	2	66	2.9e-15	55.7	pfam00512	HisKA	68
637862806	630	100	521	628	2	110	5.3e-29	99.8	pfam02518	HATPase_c	111
637862807	407	100	218	296	1	89	3.3e-09	37.1	pfam00034	Cytochrom_C	91
637862808	707	100	15	93	2	80	2.5e-06	27.4	pfam01541	GIY-YIG	80
637862808	707	100	206	241	2	34	4.2e-05	22.5	pfam02151	UVR	36
637862808	707	100	381	510	1	104	1.5e-33	115.1	pfam08459	UvrC_HhH_N	155
637862808	707	100	525	585	115	155	8.8e-08	31.5	pfam08459	UvrC_HhH_N	155
637862809	309	100	7	294	2	297	6.2e-52	176.2	pfam00291	PALP	297
637862811	206	100	20	174	2	155	6.1e-56	187.8	pfam00719	Pyrophosphatase	156
637862812	145	100	1	124	8	129	3.3e-20	71.7	pfam11026	DUF2721	130
637862813	611	100	19	185	6	106	7.3e-24	83.6	pfam05157	GSPII_E_N	109
637862813	611	100	218	495	4	281	2.4e-69	233	pfam00437	GSPII_E	282
637862814	499	100	260	389	1	129	1.3e-19	70.4	pfam00004	AAA	130
637862815	220	100	70	159	2	64	1.9e-10	40.3	pfam00583	Acetyltransf_1	83
637862816	263	100	5	262	6	265	1.5e-49	168.4	pfam00459	Inositol_P	272
637862817	510	100	7	225	6	196	1.4e-27	96.4	pfam02550	AcetylCoA_hydro	198
637862818	867	100	313	457	12	133	8.2e-19	67.1	pfam01553	Acyltransferase	135
637862820	318	100	5	67	1	64	6.0e-27	92.8	pfam00226	DnaJ	64
637862820	318	100	142	211	24	87	1.6e-07	30.9	pfam01556	DnaJ_C	101
637862820	318	100	203	301	1	92	1.9e-25	88.4	pfam01556	DnaJ_C	101
637862822	159	100	59	135	4	83	1.5e-12	47	pfam00583	Acetyltransf_1	83
637862823	364	100	44	339	2	293	1.9e-86	289.3	pfam01180	DHO_dh	293
637862825	115	100	6	102	50	131	1.2e-10	41	pfam05597	Phasin	132
637862826	228	100	79	186	7	108	8.3e-24	83.1	pfam01464	SLT	121
637862827	210	100	23	168	2	90	8.1e-15	55	pfam04055	Radical_SAM	166
637862832	254	100	1	81	1	80	1.1e-22	79.3	pfam11967	RecO_N	80
637862832	254	100	85	243	2	117	2.6e-24	85	pfam02565	RecO_C	118
637862833	316	100	3	311	3	298	9.6e-63	211.7	pfam00294	PfkB	300
637862834	309	100	3	286	1	284	0.0e+00	490.3	pfam02091	tRNA-synt_2e	284
637862835	701	100	4	555	1	548	0.0e+00	621.7	pfam02092	tRNA_synt_2f	549
637862835	701	100	581	692	4	105	6.7e-09	35.4	pfam05746	DALR_1	119
637862838	206	100	134	195	2	64	1.3e-17	63.3	pfam00498	FHA	68
637862839	897	100	2	169	2	149	4.6e-55	185.2	pfam02739	5_3_exonuc_N	169
637862839	897	100	171	277	1	99	3.7e-19	68.5	pfam01367	5_3_exonuc	101
637862839	897	100	517	896	2	382	7.3e-126	419.5	pfam00476	DNA_pol_A	383
637862840	167	100	3	133	1	130	5.5e-36	123.2	pfam05103	DivIVA	131
637862841	370	100	36	198	2	128	7.3e-05	22.7	pfam00004	AAA	130
637862843	694	100	5	407	2	390	0.0e+00	436	pfam09334	tRNA-synt_1g	391
637862843	694	100	422	619	1	89	7.5e-06	25.4	pfam08264	Anticodon_1	152
637862843	694	100	598	692	1	94	6.3e-25	86.5	pfam01588	tRNA_bind	95
637862844	258	100	3	256	1	255	5.6e-75	251.5	pfam01026	TatD_DNase	255
637862846	534	100	16	91	12	73	3.3e-07	29.7	pfam01336	tRNA_anti	76
637862846	534	100	174	293	2	116	1.5e-10	40.9	pfam01966	HD	118
637862847	213	100	8	209	2	169	7.1e-26	90.8	pfam00857	Isochorismatase	174
637862848	221	100	5	206	1	207	7.2e-39	133.1	pfam02586	DUF159	208
637862849	384	100	25	145	2	104	3.1e-27	94.1	pfam08240	ADH_N	109
637862849	384	100	188	278	1	79	1.6e-09	37.1	pfam00107	ADH_zinc_N	130
637862850	169	100	13	157	3	139	6.2e-34	116.8	pfam00582	Usp	140
637862851	143	100	4	58	3	51	4.0e-04	19.6	pfam00571	CBS	57
637862851	143	100	62	115	1	52	3.3e-07	29.5	pfam00571	CBS	57
637862852	153	100	6	59	3	51	2.1e-13	49.4	pfam00571	CBS	57
637862852	153	100	71	126	1	56	5.2e-13	48.1	pfam00571	CBS	57
637862853	139	100	102	137	1	33	2.2e-08	33.3	pfam01258	zf-dskA_traR	36
637862854	244	100	43	219	2	157	8.1e-12	45.3	pfam04055	Radical_SAM	166
637862855	485	100	15	125	1	108	1.0e-26	92.7	pfam00072	Response_reg	112
637862855	485	100	153	320	1	167	6.2e-73	243.4	pfam00158	Sigma54_activat	168
637862855	485	100	416	457	2	42	4.6e-10	38.5	pfam02954	HTH_8	42
637862856	375	100	12	121	1	111	1.7e-20	72.7	pfam00072	Response_reg	112
637862856	375	100	148	218	3	65	3.4e-12	45.8	pfam00512	HisKA	68
637862856	375	100	260	374	1	110	8.6e-25	86.3	pfam02518	HATPase_c	111
637862857	240	100	4	114	2	111	3.6e-22	78.1	pfam00072	Response_reg	112
637862857	240	100	122	226	2	111	3.7e-07	29.8	pfam00072	Response_reg	112
637862858	379	100	171	235	3	64	2.0e-06	27.3	pfam00512	HisKA	68
637862858	379	100	275	379	1	109	1.6e-26	91.9	pfam02518	HATPase_c	111
637862859	146	100	4	57	1	53	2.3e-12	46	pfam00571	CBS	57
637862859	146	100	69	125	1	54	2.6e-13	49	pfam00571	CBS	57
637862860	140	100	1	140	1	140	4.2e-35	120.6	pfam00582	Usp	140
637862861	71	100	4	70	3	46	2.1e-15	55.2	pfam02416	MttA_Hcf106	53
637862862	218	100	28	116	5	87	2.4e-09	36.4	pfam00027	cNMP_binding	91
637862863	394	100	6	166	9	163	1.3e-42	144.6	pfam03453	MoeA_N	163
637862863	394	100	179	309	1	142	3.0e-32	110.7	pfam00994	MoCF_biosynth	144
637862863	394	100	322	390	2	72	6.8e-08	32.1	pfam03454	MoeA_C	73
637862864	749	100	123	456	21	314	1.3e-53	181.4	pfam00930	DPPIV_N	353
637862864	749	100	535	739	8	211	7.7e-47	158.9	pfam00326	Peptidase_S9	213
637862866	438	100	2	120	1	99	1.9e-17	63.1	pfam00535	Glycos_transf_2	169
637862867	127	100	1	121	4	118	2.4e-14	52.9	pfam02561	FliS	122
637862868	279	100	5	143	1	139	4.1e-33	113.8	pfam00669	Flagellin_N	139
637862868	279	100	192	277	2	86	2.4e-24	84.9	pfam00700	Flagellin_C	86
637862870	452	100	11	107	1	99	2.0e-19	69.4	pfam02465	FliD_N	99
637862870	452	100	213	436	1	238	4.9e-41	140.2	pfam07195	FliD_C	239
637862871	278	100	5	143	1	139	1.8e-37	127.9	pfam00669	Flagellin_N	139
637862871	278	100	192	277	2	86	6.1e-27	93.2	pfam00700	Flagellin_C	86
637862872	294	100	9	139	15	136	3.7e-09	36.2	pfam00669	Flagellin_N	139
637862872	294	100	210	293	6	83	1.6e-05	24.6	pfam00700	Flagellin_C	86
637862873	469	100	430	468	1	39	1.6e-12	46.4	pfam06429	DUF1078	39
637862874	146	100	26	142	51	141	7.8e-05	22.6	pfam05130	FlgN	143
637862875	100	100	32	88	13	56	2.7e-05	23.6	pfam04316	FlgM	57
637862876	243	100	129	224	2	96	1.3e-33	114.5	pfam01551	Peptidase_M23	96
637862877	371	100	30	370	1	341	3.2e-124	413.7	pfam02119	FlgI	342
637862878	229	100	47	228	3	180	1.7e-51	174	pfam02107	FlgH	180
637862880	266	100	10	40	1	31	5.7e-12	44.7	pfam00460	Flg_bb_rod	31
637862880	266	100	227	265	2	38	1.4e-14	53	pfam06429	DUF1078	39
637862881	235	100	5	35	1	31	5.8e-07	28.7	pfam00460	Flg_bb_rod	31
637862881	235	100	197	231	10	37	1.3e-06	27.5	pfam06429	DUF1078	39
637862882	138	100	1	136	3	143	2.1e-08	33.8	pfam02050	FliJ	143
637862884	232	100	22	94	1	67	1.4e-10	40.2	pfam04542	Sigma70_r2	71
637862884	232	100	102	159	5	55	2.6e-10	39.7	pfam04539	Sigma70_r3	78
637862884	232	100	178	227	1	50	7.3e-13	47.3	pfam04545	Sigma70_r4	50
637862885	296	100	32	240	1	159	9.6e-26	90	pfam01656	CbiA	194
637862886	378	100	185	374	2	192	1.4e-30	105.8	pfam00448	SRP54	196
637862887	692	100	25	678	2	656	0.0e+00	789.1	pfam00771	FHIPEP	658
637862888	355	100	6	343	2	343	1.6e-71	240.6	pfam01312	Bac_export_2	343
637862889	250	100	5	245	10	238	1.3e-33	116	pfam01311	Bac_export_1	249
637862890	87	100	5	79	6	75	6.2e-20	70.3	pfam01313	Bac_export_3	76
637862891	236	100	39	232	1	193	4.1e-75	251.4	pfam00813	FliP	194
637862892	226	100	100	210	11	81	5.6e-11	42	pfam04347	FliO	87
637862893	97	100	15	90	3	76	8.1e-27	92.3	pfam01052	SpoA	77
637862894	334	100	37	231	1	192	9.8e-27	93.5	pfam02154	FliM	192
637862894	334	100	249	325	1	76	1.6e-15	56.1	pfam01052	SpoA	77
637862895	167	100	18	167	3	149	1.3e-23	83.2	pfam03748	FliL	149
637862896	288	100	25	220	1	194	3.6e-45	153.3	pfam08668	HDOD	196
637862897	386	100	4	114	1	111	9.2e-28	96.1	pfam00072	Response_reg	112
637862897	386	100	155	263	1	107	1.7e-11	43.8	pfam00072	Response_reg	112
637862899	687	100	104	205	1	90	5.4e-16	58	pfam01627	Hpt	90
637862899	687	100	288	350	2	68	2.5e-10	40.2	pfam02895	H-kinase_dim	68
637862899	687	100	395	535	3	110	2.0e-19	69	pfam02518	HATPase_c	111
637862899	687	100	540	672	2	134	1.2e-27	95.7	pfam01584	CheW	138
637862900	268	100	4	58	5	55	7.3e-13	47.3	pfam03705	CheR_N	57
637862900	268	100	70	264	1	188	8.9e-49	165.1	pfam01739	CheR	196
637862901	159	100	48	157	2	103	7.2e-23	80.2	pfam03975	CheD	111
637862902	356	100	16	124	1	102	6.6e-21	74	pfam00072	Response_reg	112
637862902	356	100	168	350	1	181	5.2e-65	217.9	pfam01339	CheB_methylest	182
637862903	908	100	645	845	5	212	1.4e-53	181.2	pfam00015	MCPsignal	213
637862904	194	100	25	167	2	136	2.9e-35	120.4	pfam01584	CheW	138
637862906	97	100	1	91	14	103	1.0e-05	24.5	pfam01740	STAS	117
637862907	122	100	5	117	1	109	7.2e-25	86.8	pfam00072	Response_reg	112
637862908	658	100	6	105	2	85	2.1e-17	62.5	pfam01627	Hpt	90
637862908	658	100	275	335	2	67	8.7e-15	54.5	pfam02895	H-kinase_dim	68
637862908	658	100	380	520	3	110	1.8e-22	78.8	pfam02518	HATPase_c	111
637862908	658	100	525	654	1	136	2.2e-25	88.4	pfam01584	CheW	138
637862909	608	100	193	262	2	69	4.2e-15	55.3	pfam00672	HAMP	70
637862909	608	100	353	540	4	212	1.6e-38	132.1	pfam00015	MCPsignal	213
637862910	181	100	11	152	1	136	3.2e-32	110.5	pfam01584	CheW	138
637862911	303	100	30	84	1	54	2.2e-13	49	pfam03705	CheR_N	57
637862911	303	100	99	299	1	193	7.9e-61	204.4	pfam01739	CheR	196
637862912	362	100	14	123	1	101	4.3e-23	81.1	pfam00072	Response_reg	112
637862912	362	100	178	360	1	181	1.8e-64	216.2	pfam01339	CheB_methylest	182
637862913	259	100	137	237	1	97	6.3e-16	58.2	pfam00691	OmpA	97
637862914	261	100	90	222	8	131	2.3e-18	65.8	pfam01618	MotA_ExbB	139
637862915	78	100	1	60	1	59	3.1e-23	80.5	pfam06289	FlbD	60
637862916	428	100	7	37	1	31	8.2e-09	34.6	pfam00460	Flg_bb_rod	31
637862916	428	100	179	308	5	130	5.9e-21	75.1	pfam07559	FlaE	130
637862916	428	100	388	426	1	39	9.2e-16	56.8	pfam06429	DUF1078	39
637862917	225	100	3	141	23	141	2.9e-35	120.8	pfam03963	FlgD	142
637862918	414	100	290	359	15	78	1.2e-07	31	pfam02120	Flg_hook	85
637862919	188	100	122	187	26	86	3.4e-07	30.2	pfam03448	MgtE_N	102
637862920	452	100	25	88	1	67	5.3e-06	26.2	pfam02874	ATP-synt_ab_N	69
637862920	452	100	145	356	2	215	4.0e-63	212.4	pfam00006	ATP-synt_ab	215
637862921	211	100	69	198	2	128	3.3e-22	78.4	pfam02108	FliH	128
637862922	349	100	233	342	2	109	8.3e-36	122	pfam01706	FliG_C	110
637862923	533	100	21	226	9	202	4.7e-48	162.7	pfam01514	YscJ_FliF	207
637862923	533	100	245	400	1	160	5.0e-38	130.2	pfam08345	YscJ_FliF_C	160
637862924	95	100	6	95	16	97	7.7e-23	80	pfam02049	FliE	97
637862925	140	100	7	38	1	28	3.7e-07	29.4	pfam00460	Flg_bb_rod	31
637862925	140	100	100	138	2	39	9.6e-13	47.1	pfam06429	DUF1078	39
637862928	422	100	21	188	6	167	1.1e-67	226.3	pfam00158	Sigma54_activat	168
637862928	422	100	367	408	2	41	1.7e-11	43.1	pfam02954	HTH_8	42
637862929	745	100	94	357	2	229	5.3e-26	91.2	pfam00561	Abhydrolase_1	231
637862929	745	100	389	527	1	116	3.3e-14	52.9	pfam03447	NAD_binding_3	117
637862929	745	100	535	736	1	178	2.9e-45	153.8	pfam00742	Homoserine_dh	179
637862930	562	100	68	208	1	153	2.8e-08	33.7	pfam01590	GAF	154
637862930	562	100	244	411	3	168	6.1e-69	230.4	pfam00158	Sigma54_activat	168
637862930	562	100	511	551	7	42	4.1e-06	25.9	pfam02954	HTH_8	42
637862931	201	100	3	65	2	57	7.8e-06	25.9	pfam01814	Hemerythrin	59
637862931	201	100	77	138	1	59	6.9e-06	26.1	pfam01814	Hemerythrin	59
637862932	762	100	275	724	2	418	2.0e-41	141.7	pfam00115	COX1	447
637862933	165	100	3	57	2	58	2.1e-06	27.7	pfam01814	Hemerythrin	59
637862933	165	100	73	121	7	59	5.6e-03	16.8	pfam01814	Hemerythrin	59
637862934	329	100	14	34	1	19	3.2e-11	42.1	pfam02810	SEC-C	21
637862934	329	100	91	319	2	203	4.2e-47	160.1	pfam00557	Peptidase_M24	203
637862935	597	100	122	182	27	79	4.3e-05	23	pfam05192	MutS_III	219
637862935	597	100	383	596	16	213	2.2e-27	95.6	pfam00488	MutS_V	234
637862936	433	100	194	431	9	251	1.5e-30	106.1	pfam03781	FGE-sulfatase	251
637862937	324	100	195	319	1	125	1.7e-44	150.3	pfam10017	DUF2260	126
637862941	346	100	4	121	1	111	4.9e-05	23	pfam08874	DUF1835	124
637862944	582	100	496	538	1	46	1.5e-08	33.9	pfam01844	HNH	52
637862945	649	100	55	166	6	112	3.2e-19	69.2	pfam02771	Acyl-CoA_dh_N	113
637862945	649	100	169	222	1	50	1.0e-17	63	pfam02770	Acyl-CoA_dh_M	52
637862945	649	100	275	435	1	149	1.8e-28	99.1	pfam00441	Acyl-CoA_dh_1	150
637862946	327	100	25	133	1	107	1.4e-34	117.8	pfam08240	ADH_N	109
637862947	859	100	12	389	1	391	1.1e-104	350.3	pfam01433	Peptidase_M1	391
637862948	430	100	22	376	4	350	2.7e-16	58.9	pfam07690	MFS_1	353
637862949	586	100	89	432	2	354	9.5e-85	284.3	pfam00654	Voltage_CLC	355
637862949	586	100	530	584	1	52	5.4e-08	32	pfam00571	CBS	57
637862951	243	100	123	146	1	22	3.3e-07	29.3	pfam00037	Fer4	24
637862952	416	100	49	353	3	307	1.3e-33	116.4	pfam03916	NrfD	313
637862953	97	100	19	95	1	88	1.2e-09	38.6	pfam00034	Cytochrom_C	91
637862955	334	100	88	307	5	221	2.1e-05	23.8	pfam00561	Abhydrolase_1	231
637862956	677	100	129	365	1	237	1.1e-84	283.1	pfam01702	TGT	238
637862956	677	100	522	627	30	122	5.5e-19	67.7	pfam05430	DUF752	124
637862957	201	100	5	184	4	197	3.0e-26	91.6	pfam03942	DTW	204
637862958	166	100	3	158	39	191	1.7e-17	63.3	pfam01323	DSBA	193
637862960	340	100	16	326	6	297	1.7e-26	92.7	pfam00291	PALP	297
637862961	129	100	5	62	3	48	7.3e-06	25	pfam01842	ACT	66
637862961	129	100	72	129	2	45	7.1e-08	31.4	pfam01842	ACT	66
637862962	400	100	6	219	1	203	1.5e-20	73.6	pfam01734	Patatin	204
637862963	327	100	56	173	8	125	7.3e-10	38.6	pfam00892	EamA	126
637862963	327	100	190	310	18	122	4.6e-15	55.4	pfam00892	EamA	126
637862964	376	100	14	244	1	233	2.1e-62	210.5	pfam00682	HMGL-like	237
637862965	1460	100	47	466	1	416	5.5e-73	245.3	pfam00501	AMP-binding	418
637862965	1460	100	1369	1441	4	83	1.5e-05	24.6	pfam00583	Acetyltransf_1	83
637862966	328	100	1	161	3	155	1.7e-42	144.7	pfam03446	NAD_binding_2	163
637862966	328	100	184	302	1	112	4.1e-18	65.2	pfam00393	6PGD	291
637862967	503	100	17	199	1	183	1.3e-63	214.2	pfam00479	G6PD_N	183
637862967	503	100	201	502	1	293	1.2e-102	342.4	pfam02781	G6PD_C	294
637862969	757	100	263	731	2	471	3.0e-118	394.9	pfam00982	Glyco_transf_20	474
637862970	600	100	214	538	7	359	5.3e-60	202.9	pfam00723	Glyco_hydro_15	448
637862971	638	100	109	474	1	354	4.6e-73	245.9	pfam00654	Voltage_CLC	355
637862971	638	100	579	624	11	54	4.3e-06	25.9	pfam00571	CBS	57
637862972	154	100	58	115	3	56	5.7e-08	31.6	pfam00196	GerE	58
637862973	162	100	3	144	2	140	8.5e-37	126.1	pfam00582	Usp	140
637862974	156	100	3	144	3	139	9.7e-25	87	pfam00582	Usp	140
637862975	806	100	650	759	108	200	5.1e-07	28.9	pfam05362	Lon_C	205
637862976	164	100	3	144	3	140	3.4e-33	114.4	pfam00582	Usp	140
637862977	153	100	3	58	1	53	3.1e-13	48.8	pfam00571	CBS	57
637862977	153	100	68	123	1	52	4.9e-12	45	pfam00571	CBS	57
637862978	448	100	4	112	1	108	3.0e-25	88	pfam00072	Response_reg	112
637862978	448	100	137	304	1	167	9.6e-67	223.3	pfam00158	Sigma54_activat	168
637862978	448	100	404	445	2	42	1.2e-12	46.8	pfam02954	HTH_8	42
637862979	471	100	247	332	4	64	1.7e-09	37.1	pfam00512	HisKA	68
637862979	471	100	352	457	2	109	3.1e-22	78	pfam02518	HATPase_c	111
637862980	269	100	59	230	1	199	5.8e-13	48.3	pfam00149	Metallophos	200
637862983	198	100	13	105	7	89	3.3e-24	84.3	pfam01243	Pyridox_oxidase	89
637862983	198	100	158	198	1	42	9.6e-15	53.5	pfam10590	PNPOx_C	42
637862984	223	100	46	214	1	158	2.7e-46	157.1	pfam04264	YceI	159
637862985	194	100	5	113	7	90	9.6e-07	28.7	pfam02482	Ribosomal_S30AE	94
637862985	194	100	118	182	4	65	4.4e-06	26	pfam00313	CSD	67
637862986	160	100	6	160	1	155	7.2e-73	242.8	pfam04008	Adenosine_kin	155
637862987	332	100	49	119	5	65	4.9e-18	64.1	pfam07883	Cupin_2	71
637862987	332	100	219	289	3	68	3.5e-12	45.3	pfam07883	Cupin_2	71
637862988	295	100	67	165	1	95	3.1e-18	65.7	pfam08241	Methyltransf_11	95
637862989	92	100	1	85	1	95	2.9e-17	62.3	pfam03795	YCII	95
637862991	387	100	177	356	5	171	7.2e-26	90.5	pfam00589	Phage_integrase	173
637862996	196	100	9	154	1	140	5.3e-36	123.2	pfam00239	Resolvase	141
